batch_id,step_hour,temperature,ph,dissolved_oxygen,turbidity,co2_concentration,light_intensity,water_level,previous_biomass,target_biomass
ZENODO-BATCH-06,43,26.3,8.41,7.11,73.18,498.1,697.5,0.342,2.707,2.763
ZENODO-BATCH-06,44,26.83,8.22,7.36,73.57,347.6,529.5,0.362,2.763,2.773
ZENODO-BATCH-06,45,27.62,7.25,8.2,70.3,411.1,966.5,0.369,2.773,2.769
ZENODO-BATCH-06,46,29.38,7.87,5.78,73.6,438.3,738.4,0.305,2.769,2.809
ZENODO-BATCH-06,47,27.12,8.56,6.93,69.73,447.7,931.2,0.36,2.809,2.851
ZENODO-BATCH-06,48,29.88,8.56,6.5,76.16,425.7,371.4,0.352,2.851,2.904
ZENODO-BATCH-06,49,27.26,8.03,8.21,72.42,473.3,926.9,0.356,2.904,2.921
ZENODO-BATCH-06,50,24.62,8.55,7.87,74.52,543.2,933.9,0.373,2.921,2.918
ZENODO-BATCH-06,51,30.63,8.44,7.46,80.08,477.4,739.3,0.376,2.918,2.959
ZENODO-BATCH-06,52,30.61,8.48,6.08,73.51,494.0,637.0,0.371,2.959,2.99
ZENODO-BATCH-06,53,26.39,8.5,7.54,80.42,388.2,713.9,0.338,2.99,3.008
ZENODO-BATCH-06,54,29.49,7.82,7.89,75.76,439.4,613.9,0.384,3.008,3.045
ZENODO-BATCH-06,55,23.08,7.71,5.93,78.35,399.1,547.4,0.358,3.045,3.053
ZENODO-BATCH-06,56,30.23,8.37,6.25,77.4,456.9,838.4,0.371,3.053,3.059
ZENODO-BATCH-06,57,28.06,7.84,7.48,77.83,475.5,644.9,0.332,3.059,3.091
ZENODO-BATCH-06,58,29.74,9.18,6.09,79.84,511.5,932.4,0.365,3.091,3.087
ZENODO-BATCH-06,59,28.92,8.68,7.79,80.56,420.5,810.1,0.337,3.087,3.095
ZENODO-BATCH-06,60,27.95,8.59,5.74,81.2,547.5,532.8,0.338,3.095,3.115
ZENODO-BATCH-06,61,28.25,8.22,8.31,83.15,449.6,793.9,0.367,3.115,3.113
ZENODO-BATCH-06,62,28.3,8.11,6.77,77.28,476.2,539.0,0.363,3.113,3.151
ZENODO-BATCH-06,63,26.26,8.35,7.88,85.68,434.3,862.5,0.325,3.151,3.156
ZENODO-BATCH-06,64,27.01,8.12,6.6,77.9,433.7,865.6,0.346,3.156,3.189
ZENODO-BATCH-06,65,27.08,8.62,7.2,81.59,415.7,757.7,0.366,3.189,3.208
ZENODO-BATCH-06,66,31.05,8.66,6.71,84.21,411.4,637.3,0.354,3.208,3.175
ZENODO-BATCH-06,67,28.48,8.32,7.54,81.2,518.1,670.0,0.376,3.175,3.193
ZENODO-BATCH-06,68,32.59,8.84,6.92,84.31,448.6,523.4,0.36,3.193,3.181
ZENODO-BATCH-06,69,28.67,7.34,7.24,85.42,436.9,979.6,0.344,3.181,3.139
ZENODO-BATCH-06,70,28.46,8.2,6.49,82.13,537.7,638.3,0.365,3.139,3.167
ZENODO-BATCH-06,71,26.83,7.92,5.96,82.83,479.1,917.3,0.339,3.167,3.183
ZENODO-BATCH-06,72,26.8,6.94,5.59,84.47,405.1,814.2,0.293,3.183,3.185
ZENODO-BATCH-06,73,27.94,8.88,6.09,77.22,532.7,834.7,0.349,3.185,3.183
ZENODO-BATCH-06,74,27.88,8.53,7.76,81.08,488.1,728.2,0.393,3.183,3.171
ZENODO-BATCH-06,75,29.12,7.89,6.75,83.92,447.3,986.8,0.341,3.171,3.173
ZENODO-BATCH-06,76,26.9,9.0,7.72,83.25,461.6,565.9,0.317,3.173,3.158
ZENODO-BATCH-06,77,30.56,7.82,7.89,80.78,509.8,844.7,0.355,3.158,3.154
ZENODO-BATCH-06,78,32.18,7.94,6.56,77.06,489.9,533.3,0.331,3.154,3.15
ZENODO-BATCH-06,79,28.29,8.36,7.05,82.83,483.7,891.2,0.346,3.15,3.177
ZENODO-BATCH-06,80,28.82,8.04,7.73,83.63,395.0,541.3,0.362,3.177,3.178
ZENODO-BATCH-06,81,32.02,8.03,6.71,83.14,458.3,891.9,0.362,3.178,3.186
ZENODO-BATCH-06,82,28.7,8.23,7.78,85.11,513.3,1149.9,0.352,3.186,3.196
ZENODO-BATCH-06,83,28.57,8.11,7.37,87.09,317.3,705.4,0.34,3.196,3.197
ZENODO-BATCH-06,84,25.53,8.23,7.43,79.96,481.3,531.7,0.369,3.197,3.198
ZENODO-BATCH-06,85,25.09,8.57,7.2,87.17,482.3,813.4,0.358,3.198,3.194
ZENODO-BATCH-06,86,28.85,7.76,8.08,81.56,464.4,563.7,0.345,3.194,3.189
ZENODO-BATCH-06,87,27.16,8.38,6.67,78.35,517.6,450.5,0.364,3.189,3.2
ZENODO-BATCH-06,88,30.18,8.42,6.25,85.49,471.2,541.0,0.345,3.2,3.212
ZENODO-BATCH-06,89,28.54,7.81,5.34,82.59,460.9,836.2,0.366,3.212,3.23
ZENODO-BATCH-06,90,25.76,6.82,5.85,91.33,473.1,770.2,0.33,3.23,3.225
ZENODO-BATCH-06,91,30.33,7.96,6.99,82.61,452.3,343.7,0.342,3.225,3.229
ZENODO-BATCH-06,92,28.12,7.68,5.56,84.56,372.3,807.5,0.365,3.229,3.228
ZENODO-BATCH-06,93,25.01,7.93,6.61,87.3,388.2,672.7,0.363,3.228,3.222
ZENODO-BATCH-06,94,30.39,7.39,7.45,86.85,423.8,838.7,0.345,3.222,3.209
ZENODO-BATCH-06,95,30.07,8.12,6.52,82.41,451.7,691.5,0.35,3.209,3.213
ZENODO-BATCH-06,96,28.71,8.61,7.9,84.45,412.7,886.2,0.326,3.213,3.222
ZENODO-BATCH-06,97,23.72,8.29,8.28,80.46,425.9,635.7,0.337,3.222,3.223
ZENODO-BATCH-06,98,30.21,8.19,5.46,81.22,483.9,929.9,0.339,3.223,3.23
ZENODO-BATCH-06,99,21.94,9.4,8.15,85.67,466.7,815.6,0.397,3.23,2.755
ZENODO-BATCH-07,0,27.81,8.37,6.11,12.73,422.7,531.6,0.336,0.384,0.422
ZENODO-BATCH-07,1,27.16,8.32,9.28,19.92,516.6,728.0,0.373,0.422,0.464
ZENODO-BATCH-07,2,30.67,7.49,7.67,19.97,449.3,663.3,0.362,0.464,0.482
ZENODO-BATCH-07,3,29.61,7.89,7.34,21.2,487.4,937.1,0.358,0.482,0.531
ZENODO-BATCH-07,4,27.44,8.47,7.8,21.6,441.0,756.2,0.347,0.531,0.59
ZENODO-BATCH-07,5,25.97,7.49,7.0,28.61,430.4,719.1,0.331,0.59,0.602
ZENODO-BATCH-07,6,27.42,8.42,7.5,22.54,394.7,472.2,0.341,0.602,0.664
ZENODO-BATCH-07,7,26.47,8.13,8.27,26.95,473.7,558.7,0.313,0.664,0.733
ZENODO-BATCH-07,8,27.45,7.74,7.91,28.42,505.1,795.8,0.357,0.733,0.779
ZENODO-BATCH-07,9,30.66,8.61,7.72,28.91,476.4,515.1,0.368,0.779,0.822
ZENODO-BATCH-07,10,27.24,7.8,8.92,32.99,448.9,710.8,0.368,0.822,0.892
ZENODO-BATCH-07,11,27.58,8.13,7.51,30.75,468.5,686.9,0.35,0.892,0.973
ZENODO-BATCH-07,12,25.02,8.83,6.19,36.48,514.0,1117.0,0.366,0.973,0.997
ZENODO-BATCH-07,13,29.72,8.04,6.47,37.11,476.4,995.2,0.363,0.997,1.11
ZENODO-BATCH-07,14,29.7,8.22,7.62,38.82,453.2,515.8,0.347,1.11,1.204
ZENODO-BATCH-07,15,27.68,8.62,8.03,36.31,441.5,759.9,0.336,1.204,1.243
ZENODO-BATCH-07,16,27.12,8.84,7.55,37.81,417.2,347.0,0.305,1.243,1.3
ZENODO-BATCH-07,17,33.61,8.38,7.32,46.17,416.8,553.2,0.356,1.3,1.115
ZENODO-BATCH-07,18,28.71,8.1,6.66,33.9,488.2,1262.6,0.346,1.115,1.206
ZENODO-BATCH-07,19,29.28,9.05,6.63,38.02,462.5,426.5,0.36,1.206,1.218
ZENODO-BATCH-07,20,26.05,7.88,6.95,38.28,518.2,962.0,0.375,1.218,1.285
ZENODO-BATCH-07,21,28.64,8.38,7.83,40.4,461.0,620.0,0.353,1.285,1.402
ZENODO-BATCH-07,22,30.17,8.22,5.92,35.43,468.5,634.6,0.346,1.402,1.489
ZENODO-BATCH-07,23,23.93,8.72,7.59,46.28,403.2,722.5,0.37,1.489,1.508
ZENODO-BATCH-07,24,29.08,8.66,6.99,47.93,461.3,635.5,0.318,1.508,1.626
ZENODO-BATCH-07,25,26.32,8.68,8.41,47.73,466.0,568.4,0.34,1.626,1.656
ZENODO-BATCH-07,26,26.84,7.39,7.02,47.45,497.4,797.3,0.356,1.656,1.705
ZENODO-BATCH-07,27,28.82,7.36,6.18,43.8,442.5,889.2,0.341,1.705,1.729
ZENODO-BATCH-07,28,28.86,8.35,6.65,48.73,460.1,775.2,0.349,1.729,1.827
ZENODO-BATCH-07,29,26.57,8.65,8.43,57.42,489.3,1005.9,0.352,1.827,1.931
ZENODO-BATCH-07,30,24.17,8.35,7.59,52.28,440.9,735.6,0.351,1.931,1.967
ZENODO-BATCH-07,31,31.51,8.33,7.56,53.77,447.5,832.9,0.326,1.967,2.053
ZENODO-BATCH-07,32,25.31,7.88,7.85,57.34,465.8,776.4,0.338,2.053,2.094
ZENODO-BATCH-07,33,30.27,8.79,7.23,58.29,507.8,807.0,0.366,2.094,2.143
ZENODO-BATCH-07,34,29.12,7.8,7.72,55.45,445.0,1141.0,0.35,2.143,2.209
ZENODO-BATCH-07,35,30.37,8.95,6.94,58.65,385.4,587.7,0.331,2.209,2.255
ZENODO-BATCH-07,36,28.37,7.88,6.93,63.17,490.0,825.9,0.353,2.255,2.353
ZENODO-BATCH-07,37,28.6,8.89,6.84,65.66,439.7,824.9,0.339,2.353,2.39
ZENODO-BATCH-07,38,27.44,8.73,7.84,64.27,513.9,754.5,0.326,2.39,2.462
ZENODO-BATCH-07,39,25.44,8.44,7.3,62.66,381.0,712.9,0.333,2.462,2.504
ZENODO-BATCH-07,40,23.67,7.95,6.49,64.11,489.3,1179.2,0.378,2.504,2.517
ZENODO-BATCH-07,41,25.63,8.37,5.55,72.04,415.0,966.4,0.372,2.517,2.535
ZENODO-BATCH-07,42,29.65,8.35,7.99,68.53,397.3,578.3,0.354,2.535,2.596
ZENODO-BATCH-07,43,26.5,7.15,6.49,70.42,524.7,679.0,0.32,2.596,2.615
ZENODO-BATCH-07,44,27.04,8.09,8.0,64.4,453.0,767.5,0.399,2.615,2.695
ZENODO-BATCH-07,45,28.76,8.87,7.81,68.97,462.8,850.4,0.342,2.695,2.741
ZENODO-BATCH-07,46,26.39,8.54,6.74,71.08,355.2,725.5,0.357,2.741,2.737
ZENODO-BATCH-07,47,31.8,8.33,7.63,70.01,438.7,799.9,0.387,2.737,2.804
ZENODO-BATCH-07,48,29.5,7.86,7.74,71.3,477.6,1118.2,0.345,2.804,2.856
ZENODO-BATCH-07,49,32.45,8.11,6.96,77.46,525.5,715.2,0.36,2.856,2.88
ZENODO-BATCH-07,50,29.27,8.55,6.76,70.78,496.7,647.8,0.336,2.88,2.909
ZENODO-BATCH-07,51,26.46,8.07,5.62,77.38,382.3,830.2,0.335,2.909,2.942
ZENODO-BATCH-07,52,26.59,8.78,6.91,74.91,480.8,601.5,0.333,2.942,2.969
ZENODO-BATCH-07,53,29.4,8.69,8.89,78.86,387.5,785.0,0.358,2.969,2.986
ZENODO-BATCH-07,54,31.28,7.76,7.74,78.52,366.4,829.8,0.328,2.986,3.024
ZENODO-BATCH-07,55,30.56,8.8,7.68,76.47,436.4,921.8,0.316,3.024,3.059
ZENODO-BATCH-07,56,27.54,7.41,7.81,80.15,485.3,1082.5,0.33,3.059,3.071
ZENODO-BATCH-07,57,26.45,8.17,7.98,85.28,444.4,449.9,0.335,3.071,3.062
ZENODO-BATCH-07,58,27.85,7.95,6.41,81.33,521.7,687.6,0.341,3.062,3.081
ZENODO-BATCH-07,59,28.94,7.82,5.91,74.34,510.9,707.1,0.336,3.081,3.104
ZENODO-BATCH-07,60,31.56,8.17,6.96,83.02,416.1,539.0,0.344,3.104,3.103
ZENODO-BATCH-07,61,29.59,8.11,7.47,79.51,445.1,585.9,0.368,3.103,3.098
ZENODO-BATCH-07,62,31.0,7.85,7.07,82.02,458.9,766.9,0.34,3.098,3.055
ZENODO-BATCH-07,63,31.34,7.84,8.22,76.72,476.0,793.4,0.354,3.055,3.045
ZENODO-BATCH-07,64,27.63,7.37,6.65,78.28,446.8,606.9,0.351,3.045,3.047
ZENODO-BATCH-07,65,22.44,7.67,5.73,82.25,496.2,835.7,0.334,3.047,3.038
ZENODO-BATCH-07,66,28.22,8.9,7.07,80.17,437.3,654.9,0.387,3.038,3.049
ZENODO-BATCH-07,67,27.19,8.49,7.75,79.15,411.7,838.7,0.347,3.049,3.053
ZENODO-BATCH-07,68,27.5,7.79,6.92,85.7,477.0,525.9,0.324,3.053,3.05
ZENODO-BATCH-07,69,31.23,7.59,6.7,79.29,448.7,802.2,0.354,3.05,3.048
ZENODO-BATCH-07,70,26.36,7.54,7.2,79.68,403.6,775.0,0.362,3.048,3.045
ZENODO-BATCH-07,71,30.77,8.07,7.67,81.62,447.2,479.9,0.337,3.045,3.05
ZENODO-BATCH-07,72,26.91,7.78,6.42,69.89,457.6,843.1,0.342,3.05,3.076
ZENODO-BATCH-07,73,28.07,7.17,6.15,80.93,441.0,457.8,0.366,3.076,3.084
ZENODO-BATCH-07,74,21.99,8.01,6.87,80.49,417.1,594.4,0.327,3.084,3.097
ZENODO-BATCH-07,75,30.2,8.19,7.12,84.15,511.3,1079.9,0.34,3.097,3.128
ZENODO-BATCH-07,76,24.97,8.74,5.62,80.78,421.3,692.2,0.345,3.128,3.155
ZENODO-BATCH-07,77,30.89,7.99,7.27,79.81,497.2,790.1,0.338,3.155,3.166
ZENODO-BATCH-07,78,29.53,8.12,7.7,85.2,401.9,248.6,0.307,3.166,3.185
ZENODO-BATCH-07,79,28.6,8.52,6.1,86.29,454.7,815.2,0.369,3.185,3.169
ZENODO-BATCH-07,80,24.97,8.19,8.17,86.46,466.5,607.3,0.305,3.169,3.165
ZENODO-BATCH-07,81,29.78,8.53,7.44,79.74,462.8,852.4,0.356,3.165,3.143
ZENODO-BATCH-07,82,25.45,8.2,8.64,80.39,424.7,578.4,0.367,3.143,3.157
ZENODO-BATCH-07,83,27.45,8.3,6.65,83.3,441.2,799.5,0.374,3.157,3.129
ZENODO-BATCH-07,84,26.83,7.9,7.22,79.69,498.8,608.2,0.322,3.129,3.144
ZENODO-BATCH-07,85,27.95,7.96,7.57,79.44,532.8,779.6,0.376,3.144,3.152
ZENODO-BATCH-07,86,28.43,8.3,7.72,77.34,418.6,799.3,0.317,3.152,3.191
ZENODO-BATCH-07,87,27.22,8.58,8.1,87.12,355.8,1025.7,0.363,3.191,3.174
ZENODO-BATCH-07,88,32.13,7.92,7.82,76.31,458.4,909.9,0.351,3.174,3.13
ZENODO-BATCH-07,89,29.02,8.13,8.81,79.52,448.7,791.7,0.355,3.13,3.146
ZENODO-BATCH-07,90,27.43,8.29,6.82,87.14,459.6,500.9,0.328,3.146,3.136
ZENODO-BATCH-07,91,28.52,7.89,7.87,78.47,402.7,773.5,0.391,3.136,3.162
ZENODO-BATCH-07,92,27.55,8.93,5.98,82.24,449.5,1113.9,0.369,3.162,3.172
ZENODO-BATCH-07,93,27.65,7.85,6.05,83.24,474.4,928.9,0.364,3.172,3.171
ZENODO-BATCH-07,94,32.55,7.97,7.26,82.31,494.6,689.6,0.322,3.171,3.167
ZENODO-BATCH-07,95,30.64,8.32,7.02,79.34,412.8,737.0,0.369,3.167,3.171
ZENODO-BATCH-07,96,26.16,7.72,8.8,81.61,467.8,704.7,0.341,3.171,3.154
ZENODO-BATCH-07,97,30.03,8.43,7.48,82.0,510.0,987.9,0.341,3.154,3.159
ZENODO-BATCH-07,98,30.88,8.62,8.27,80.54,394.2,666.6,0.362,3.159,3.171
ZENODO-BATCH-07,99,28.69,8.84,8.48,87.08,442.1,372.6,0.361,3.171,3.155
ZENODO-BATCH-08,0,28.06,8.29,6.5,26.58,510.8,696.4,0.334,0.525,0.59
ZENODO-BATCH-08,1,31.95,7.95,7.21,23.52,418.5,710.1,0.32,0.59,0.612
ZENODO-BATCH-08,2,30.23,8.57,9.2,23.54,520.0,408.6,0.351,0.612,0.704
ZENODO-BATCH-08,3,25.2,8.26,7.49,24.63,520.5,752.3,0.34,0.704,0.743
ZENODO-BATCH-08,4,25.98,8.27,8.2,24.54,392.8,618.4,0.34,0.743,0.793
ZENODO-BATCH-08,5,28.67,7.46,8.57,28.25,412.9,779.7,0.36,0.793,0.821
ZENODO-BATCH-08,6,28.24,8.53,7.25,29.03,450.2,715.4,0.338,0.821,0.868
ZENODO-BATCH-08,7,30.93,8.38,7.27,33.67,545.4,580.8,0.329,0.868,0.951
ZENODO-BATCH-08,8,29.49,8.06,7.64,31.62,448.2,801.1,0.312,0.951,1.079
ZENODO-BATCH-08,9,26.58,7.98,5.43,36.15,405.3,639.4,0.345,1.079,1.151
ZENODO-BATCH-08,10,28.14,8.27,6.74,39.06,451.4,904.1,0.344,1.151,1.288
ZENODO-BATCH-08,11,26.93,8.29,7.22,35.03,415.3,780.9,0.321,1.288,1.389
ZENODO-BATCH-08,12,27.54,8.34,7.16,46.73,416.1,716.8,0.325,1.389,1.473
ZENODO-BATCH-08,13,28.01,7.78,6.79,44.49,445.1,822.7,0.367,1.473,1.573
ZENODO-BATCH-08,14,26.05,7.62,7.7,47.22,445.7,739.3,0.348,1.573,1.597
ZENODO-BATCH-08,15,33.22,8.18,7.45,48.49,422.4,845.6,0.324,1.597,1.645
ZENODO-BATCH-08,16,28.57,8.56,7.57,47.78,429.2,498.1,0.392,1.645,1.743
ZENODO-BATCH-08,17,28.23,9.12,5.9,51.24,464.3,405.5,0.3,1.743,1.772
ZENODO-BATCH-08,18,27.79,8.2,7.61,51.87,448.4,1277.7,0.337,1.772,1.897
ZENODO-BATCH-08,19,27.47,9.07,5.36,61.84,466.2,931.9,0.343,1.897,1.929
ZENODO-BATCH-08,20,31.26,8.9,5.25,51.99,422.1,759.4,0.364,1.929,1.975
ZENODO-BATCH-08,21,25.38,8.13,6.31,53.66,472.1,726.1,0.374,1.975,2.012
ZENODO-BATCH-08,22,28.23,8.27,7.01,52.95,521.3,748.9,0.348,2.012,2.142
ZENODO-BATCH-08,23,28.96,8.06,6.22,60.2,525.0,377.2,0.338,2.142,2.214
ZENODO-BATCH-08,24,24.77,7.29,9.54,57.94,435.5,849.8,0.33,2.214,2.218
ZENODO-BATCH-08,25,29.11,8.04,6.09,54.13,416.0,830.2,0.314,2.218,2.314
ZENODO-BATCH-08,26,27.75,7.97,6.93,61.21,515.3,943.8,0.314,2.314,2.398
ZENODO-BATCH-08,27,26.86,7.94,6.69,65.84,442.6,602.4,0.354,2.398,2.448
ZENODO-BATCH-08,28,31.68,7.81,6.55,58.64,477.1,428.8,0.356,2.448,2.512
ZENODO-BATCH-08,29,30.18,7.57,6.61,60.47,535.3,453.8,0.333,2.512,2.545
ZENODO-BATCH-08,30,27.93,8.57,7.56,63.28,391.6,468.2,0.37,2.545,2.614
ZENODO-BATCH-08,31,28.59,8.74,7.08,66.83,346.5,707.4,0.371,2.614,2.652
ZENODO-BATCH-08,32,28.06,6.95,7.6,74.12,419.4,1020.8,0.348,2.652,2.664
ZENODO-BATCH-08,33,27.91,7.85,7.72,74.36,375.7,863.6,0.328,2.664,2.72
ZENODO-BATCH-08,34,30.11,8.29,7.74,75.38,421.3,404.6,0.353,2.72,2.774
ZENODO-BATCH-08,35,26.08,7.89,8.54,76.71,355.9,738.5,0.359,2.774,2.781
ZENODO-BATCH-08,36,31.61,9.25,7.2,74.66,494.7,482.2,0.319,2.781,2.8
ZENODO-BATCH-08,37,27.0,8.77,7.31,71.45,392.7,420.0,0.351,2.8,2.834
ZENODO-BATCH-08,38,29.83,8.64,6.84,71.91,487.1,697.8,0.391,2.834,2.902
ZENODO-BATCH-08,39,28.59,7.63,7.88,76.86,465.7,966.3,0.374,2.902,2.92
ZENODO-BATCH-08,40,30.94,8.25,7.56,81.2,363.1,843.5,0.337,2.92,2.962
ZENODO-BATCH-08,41,29.1,8.47,8.79,81.94,533.0,540.3,0.358,2.962,2.983
ZENODO-BATCH-08,42,26.51,8.27,7.63,74.63,442.3,798.3,0.356,2.983,3.014
ZENODO-BATCH-08,43,30.66,8.33,7.57,74.97,405.2,927.5,0.327,3.014,3.029
ZENODO-BATCH-08,44,26.14,8.0,6.94,82.06,497.7,681.5,0.318,3.029,3.032
ZENODO-BATCH-08,45,28.35,8.45,7.58,85.24,509.2,755.9,0.333,3.032,3.058
ZENODO-BATCH-08,46,28.13,8.68,9.19,78.32,478.0,764.9,0.344,3.058,3.074
ZENODO-BATCH-08,47,31.18,7.57,5.89,81.14,433.6,366.2,0.342,3.074,3.067
ZENODO-BATCH-08,48,24.93,8.28,7.86,82.34,383.7,875.3,0.366,3.067,3.094
ZENODO-BATCH-08,49,34.01,8.09,7.2,76.03,441.3,739.7,0.381,3.094,2.621
ZENODO-BATCH-08,50,31.94,8.71,7.47,69.89,498.4,654.6,0.38,2.621,2.669
ZENODO-BATCH-08,51,35.11,8.52,6.91,71.26,492.5,728.9,0.398,2.669,2.266
ZENODO-BATCH-08,52,26.41,8.74,7.66,62.41,437.6,876.1,0.32,2.266,2.321
ZENODO-BATCH-08,53,32.77,7.9,6.13,67.71,419.7,489.9,0.377,2.321,2.363
ZENODO-BATCH-08,54,31.55,8.31,6.95,64.78,445.0,702.9,0.319,2.363,2.43
ZENODO-BATCH-08,55,30.36,8.29,7.26,62.03,420.8,690.7,0.365,2.43,2.511
ZENODO-BATCH-08,56,29.08,7.93,6.29,64.56,470.4,614.2,0.357,2.511,2.6
ZENODO-BATCH-08,57,34.34,7.86,8.03,70.64,427.3,816.2,0.325,2.6,2.201
ZENODO-BATCH-08,58,27.98,7.79,7.64,60.08,422.3,868.0,0.343,2.201,2.283
ZENODO-BATCH-08,59,26.6,8.34,8.14,59.78,425.0,995.5,0.38,2.283,2.34
ZENODO-BATCH-08,60,29.25,8.0,6.56,66.75,461.6,1056.3,0.327,2.34,2.432
ZENODO-BATCH-08,61,28.61,8.68,7.19,67.28,457.9,632.8,0.364,2.432,2.49
ZENODO-BATCH-08,62,28.66,8.08,8.71,64.46,471.6,454.0,0.332,2.49,2.551
ZENODO-BATCH-08,63,30.31,8.45,7.27,68.55,418.7,691.5,0.319,2.551,2.629
ZENODO-BATCH-08,64,25.37,7.56,8.11,69.35,432.5,1004.3,0.347,2.629,2.657
ZENODO-BATCH-08,65,26.29,8.31,7.47,69.98,400.6,651.3,0.345,2.657,2.684
ZENODO-BATCH-08,66,32.48,8.64,5.82,70.86,446.3,893.5,0.389,2.684,2.701
ZENODO-BATCH-08,67,29.54,8.78,8.07,69.4,517.5,715.9,0.328,2.701,2.755
ZENODO-BATCH-08,68,21.72,8.18,6.96,70.95,438.6,462.5,0.343,2.755,2.742
ZENODO-BATCH-08,69,34.23,9.09,6.88,72.13,531.2,510.8,0.353,2.742,2.324
ZENODO-BATCH-08,70,30.96,8.31,6.49,63.16,401.3,634.2,0.317,2.324,2.382
ZENODO-BATCH-08,71,27.84,8.87,7.13,65.97,458.5,935.9,0.388,2.382,2.424
ZENODO-BATCH-08,72,24.93,8.43,7.43,64.78,431.6,869.3,0.343,2.424,2.425
ZENODO-BATCH-08,73,27.95,8.69,6.6,64.7,462.4,606.3,0.357,2.425,2.468
ZENODO-BATCH-08,74,31.83,8.67,7.63,61.21,482.4,611.1,0.363,2.468,2.524
ZENODO-BATCH-08,75,27.08,8.09,6.89,71.7,473.6,1194.8,0.306,2.524,2.58
ZENODO-BATCH-08,76,25.99,8.1,7.07,66.96,494.8,975.0,0.356,2.58,2.636
ZENODO-BATCH-08,77,28.68,8.69,6.91,69.72,482.2,894.1,0.365,2.636,2.673
ZENODO-BATCH-08,78,27.49,8.29,6.23,71.15,451.7,883.8,0.351,2.673,2.739
ZENODO-BATCH-08,79,30.8,8.71,6.37,76.6,432.3,613.0,0.364,2.739,2.767
ZENODO-BATCH-08,80,27.9,8.91,6.25,70.09,479.6,811.0,0.364,2.767,2.776
ZENODO-BATCH-08,81,27.63,7.99,7.97,67.23,395.2,680.1,0.373,2.776,2.837
ZENODO-BATCH-08,82,26.47,8.64,7.05,70.7,461.3,707.7,0.374,2.837,2.873
ZENODO-BATCH-08,83,31.25,8.57,7.97,78.91,436.2,1138.4,0.348,2.873,2.904
ZENODO-BATCH-08,84,27.53,8.84,6.79,80.06,396.4,631.5,0.362,2.904,2.924
ZENODO-BATCH-08,85,31.8,7.64,7.11,78.4,447.0,640.2,0.352,2.924,2.933
ZENODO-BATCH-08,86,28.85,8.23,7.09,76.62,454.9,553.3,0.347,2.933,2.97
ZENODO-BATCH-08,87,27.42,8.82,9.42,73.28,427.6,509.5,0.329,2.97,2.995
ZENODO-BATCH-08,88,23.31,8.14,5.61,80.59,390.5,1106.2,0.32,2.995,3.018
ZENODO-BATCH-08,89,27.22,8.56,7.0,75.93,540.4,970.2,0.304,3.018,3.033
ZENODO-BATCH-08,90,27.85,8.17,7.06,79.8,517.3,921.4,0.372,3.033,3.059
ZENODO-BATCH-08,91,30.77,8.28,6.79,80.62,395.3,1090.4,0.347,3.059,3.097
ZENODO-BATCH-08,92,28.44,7.61,5.65,75.36,494.0,871.7,0.35,3.097,3.097
ZENODO-BATCH-08,93,26.24,8.61,7.9,81.12,402.1,741.0,0.321,3.097,3.093
ZENODO-BATCH-08,94,27.59,8.48,7.13,78.73,520.2,813.9,0.356,3.093,3.11
ZENODO-BATCH-08,95,29.6,8.21,7.49,76.57,474.9,395.3,0.336,3.11,3.143
ZENODO-BATCH-08,96,29.73,8.15,8.24,79.49,423.0,515.3,0.353,3.143,3.158
ZENODO-BATCH-08,97,26.46,8.93,6.7,77.03,439.0,963.5,0.298,3.158,3.14
ZENODO-BATCH-08,98,28.84,8.1,7.6,75.38,447.3,477.8,0.361,3.14,3.146
ZENODO-BATCH-08,99,25.04,8.66,6.59,74.45,419.6,861.1,0.341,3.146,3.154
ZENODO-BATCH-09,0,24.41,7.78,8.11,26.35,404.0,626.4,0.326,0.568,0.561
ZENODO-BATCH-09,1,30.14,8.19,6.75,23.88,409.1,992.3,0.343,0.561,0.627
ZENODO-BATCH-09,2,27.68,8.1,9.49,22.39,504.7,347.2,0.356,0.627,0.669
ZENODO-BATCH-09,3,30.03,8.42,5.55,27.43,493.9,668.8,0.365,0.669,0.727
ZENODO-BATCH-09,4,24.92,8.3,6.52,33.46,449.7,973.3,0.354,0.727,0.774
ZENODO-BATCH-09,5,29.85,8.8,5.8,25.71,424.9,805.1,0.332,0.774,0.835
ZENODO-BATCH-09,6,30.5,8.33,6.87,30.52,540.4,491.6,0.362,0.835,0.916
ZENODO-BATCH-09,7,29.92,7.94,6.37,33.92,388.9,955.0,0.376,0.916,1.044
ZENODO-BATCH-09,8,28.67,9.02,7.92,34.38,396.4,385.7,0.315,1.044,1.092
ZENODO-BATCH-09,9,29.75,8.25,7.66,37.14,469.1,639.2,0.337,1.092,1.214
ZENODO-BATCH-09,10,27.94,8.28,7.9,37.12,484.8,807.1,0.33,1.214,1.322
ZENODO-BATCH-09,11,26.24,7.44,5.96,43.3,513.8,134.2,0.381,1.322,1.332
ZENODO-BATCH-09,12,30.04,8.44,6.42,39.16,459.3,521.7,0.363,1.332,1.427
ZENODO-BATCH-09,13,28.15,8.3,8.17,47.65,449.2,1019.3,0.36,1.427,1.548
ZENODO-BATCH-09,14,30.24,8.22,7.67,42.17,411.0,181.9,0.36,1.548,1.615
