station_code,station_name,latitude,longitude,observation_timestamp,air_temperature_c,quality_code
NWDP-GJ-002,Ahmedabad Weather Observatory,23.0225,72.5714,2026-03-24 09:00:00,29.35,PASSED_QC
NWDP-GJ-003,Bhavnagar Coastal Met Station,21.7645,72.1519,2026-03-24 09:00:00,29.27,PASSED_QC
NWDP-GJ-004,Rajkot Inland Sensor Node,22.3039,70.8022,2026-03-24 09:00:00,29.51,PASSED_QC
NWDP-GJ-005,Surat Deltaic Monitoring Station,21.1702,72.8311,2026-03-24 09:00:00,28.96,PASSED_QC
NWDP-GJ-001,Gandhinagar Hydro-Met Station,23.22,72.65,2026-03-24 10:00:00,30.75,PASSED_QC
NWDP-GJ-002,Ahmedabad Weather Observatory,23.0225,72.5714,2026-03-24 10:00:00,30.62,PASSED_QC
NWDP-GJ-003,Bhavnagar Coastal Met Station,21.7645,72.1519,2026-03-24 10:00:00,30.1,PASSED_QC
NWDP-GJ-004,Rajkot Inland Sensor Node,22.3039,70.8022,2026-03-24 10:00:00,30.16,PASSED_QC
NWDP-GJ-005,Surat Deltaic Monitoring Station,21.1702,72.8311,2026-03-24 10:00:00,30.2,PASSED_QC
NWDP-GJ-001,Gandhinagar Hydro-Met Station,23.22,72.65,2026-03-24 11:00:00,30.66,PASSED_QC
NWDP-GJ-002,Ahmedabad Weather Observatory,23.0225,72.5714,2026-03-24 11:00:00,30.8,PASSED_QC
NWDP-GJ-003,Bhavnagar Coastal Met Station,21.7645,72.1519,2026-03-24 11:00:00,30.87,PASSED_QC
NWDP-GJ-004,Rajkot Inland Sensor Node,22.3039,70.8022,2026-03-24 11:00:00,31.62,PASSED_QC
NWDP-GJ-005,Surat Deltaic Monitoring Station,21.1702,72.8311,2026-03-24 11:00:00,31.35,PASSED_QC
NWDP-GJ-001,Gandhinagar Hydro-Met Station,23.22,72.65,2026-03-24 12:00:00,31.9,PASSED_QC
NWDP-GJ-002,Ahmedabad Weather Observatory,23.0225,72.5714,2026-03-24 12:00:00,31.68,PASSED_QC
NWDP-GJ-003,Bhavnagar Coastal Met Station,21.7645,72.1519,2026-03-24 12:00:00,31.08,PASSED_QC
NWDP-GJ-004,Rajkot Inland Sensor Node,22.3039,70.8022,2026-03-24 12:00:00,31.51,PASSED_QC
NWDP-GJ-005,Surat Deltaic Monitoring Station,21.1702,72.8311,2026-03-24 12:00:00,31.92,PASSED_QC
NWDP-GJ-001,Gandhinagar Hydro-Met Station,23.22,72.65,2026-03-24 13:00:00,31.38,PASSED_QC
NWDP-GJ-002,Ahmedabad Weather Observatory,23.0225,72.5714,2026-03-24 13:00:00,32.14,PASSED_QC
NWDP-GJ-003,Bhavnagar Coastal Met Station,21.7645,72.1519,2026-03-24 13:00:00,32.81,PASSED_QC
NWDP-GJ-004,Rajkot Inland Sensor Node,22.3039,70.8022,2026-03-24 13:00:00,32.31,PASSED_QC
NWDP-GJ-005,Surat Deltaic Monitoring Station,21.1702,72.8311,2026-03-24 13:00:00,32.45,PASSED_QC
NWDP-GJ-001,Gandhinagar Hydro-Met Station,23.22,72.65,2026-03-24 14:00:00,32.09,PASSED_QC
NWDP-GJ-002,Ahmedabad Weather Observatory,23.0225,72.5714,2026-03-24 14:00:00,32.39,PASSED_QC
NWDP-GJ-003,Bhavnagar Coastal Met Station,21.7645,72.1519,2026-03-24 14:00:00,31.71,PASSED_QC
NWDP-GJ-004,Rajkot Inland Sensor Node,22.3039,70.8022,2026-03-24 14:00:00,32.32,PASSED_QC
NWDP-GJ-005,Surat Deltaic Monitoring Station,21.1702,72.8311,2026-03-24 14:00:00,32.26,PASSED_QC
NWDP-GJ-001,Gandhinagar Hydro-Met Station,23.22,72.65,2026-03-24 15:00:00,32.0,PASSED_QC
NWDP-GJ-002,Ahmedabad Weather Observatory,23.0225,72.5714,2026-03-24 15:00:00,32.41,PASSED_QC
NWDP-GJ-003,Bhavnagar Coastal Met Station,21.7645,72.1519,2026-03-24 15:00:00,31.67,PASSED_QC
NWDP-GJ-004,Rajkot Inland Sensor Node,22.3039,70.8022,2026-03-24 15:00:00,31.81,PASSED_QC
NWDP-GJ-005,Surat Deltaic Monitoring Station,21.1702,72.8311,2026-03-24 15:00:00,31.92,PASSED_QC
NWDP-GJ-001,Gandhinagar Hydro-Met Station,23.22,72.65,2026-03-24 16:00:00,31.12,PASSED_QC
NWDP-GJ-002,Ahmedabad Weather Observatory,23.0225,72.5714,2026-03-24 16:00:00,31.62,PASSED_QC
NWDP-GJ-003,Bhavnagar Coastal Met Station,21.7645,72.1519,2026-03-24 16:00:00,30.84,PASSED_QC
NWDP-GJ-004,Rajkot Inland Sensor Node,22.3039,70.8022,2026-03-24 16:00:00,31.95,PASSED_QC
NWDP-GJ-005,Surat Deltaic Monitoring Station,21.1702,72.8311,2026-03-24 16:00:00,31.55,PASSED_QC
NWDP-GJ-001,Gandhinagar Hydro-Met Station,23.22,72.65,2026-03-24 17:00:00,30.77,PASSED_QC
NWDP-GJ-002,Ahmedabad Weather Observatory,23.0225,72.5714,2026-03-24 17:00:00,30.64,PASSED_QC
NWDP-GJ-003,Bhavnagar Coastal Met Station,21.7645,72.1519,2026-03-24 17:00:00,30.88,PASSED_QC
NWDP-GJ-004,Rajkot Inland Sensor Node,22.3039,70.8022,2026-03-24 17:00:00,31.25,PASSED_QC
NWDP-GJ-005,Surat Deltaic Monitoring Station,21.1702,72.8311,2026-03-24 17:00:00,31.19,PASSED_QC
NWDP-GJ-001,Gandhinagar Hydro-Met Station,23.22,72.65,2026-03-24 18:00:00,29.97,PASSED_QC
NWDP-GJ-002,Ahmedabad Weather Observatory,23.0225,72.5714,2026-03-24 18:00:00,29.91,PASSED_QC
NWDP-GJ-003,Bhavnagar Coastal Met Station,21.7645,72.1519,2026-03-24 18:00:00,30.51,PASSED_QC
NWDP-GJ-004,Rajkot Inland Sensor Node,22.3039,70.8022,2026-03-24 18:00:00,29.96,PASSED_QC
NWDP-GJ-005,Surat Deltaic Monitoring Station,21.1702,72.8311,2026-03-24 18:00:00,30.27,PASSED_QC
NWDP-GJ-001,Gandhinagar Hydro-Met Station,23.22,72.65,2026-03-24 19:00:00,29.46,PASSED_QC
NWDP-GJ-002,Ahmedabad Weather Observatory,23.0225,72.5714,2026-03-24 19:00:00,29.53,PASSED_QC
NWDP-GJ-003,Bhavnagar Coastal Met Station,21.7645,72.1519,2026-03-24 19:00:00,29.75,PASSED_QC
NWDP-GJ-004,Rajkot Inland Sensor Node,22.3039,70.8022,2026-03-24 19:00:00,28.9,PASSED_QC
NWDP-GJ-005,Surat Deltaic Monitoring Station,21.1702,72.8311,2026-03-24 19:00:00,28.64,PASSED_QC
NWDP-GJ-001,Gandhinagar Hydro-Met Station,23.22,72.65,2026-03-24 20:00:00,28.27,PASSED_QC
NWDP-GJ-002,Ahmedabad Weather Observatory,23.0225,72.5714,2026-03-24 20:00:00,29.22,PASSED_QC
NWDP-GJ-003,Bhavnagar Coastal Met Station,21.7645,72.1519,2026-03-24 20:00:00,29.31,PASSED_QC
NWDP-GJ-004,Rajkot Inland Sensor Node,22.3039,70.8022,2026-03-24 20:00:00,29.23,PASSED_QC
NWDP-GJ-005,Surat Deltaic Monitoring Station,21.1702,72.8311,2026-03-24 20:00:00,28.42,PASSED_QC
NWDP-GJ-001,Gandhinagar Hydro-Met Station,23.22,72.65,2026-03-24 21:00:00,26.88,PASSED_QC
NWDP-GJ-002,Ahmedabad Weather Observatory,23.0225,72.5714,2026-03-24 21:00:00,26.66,PASSED_QC
NWDP-GJ-003,Bhavnagar Coastal Met Station,21.7645,72.1519,2026-03-24 21:00:00,27.35,PASSED_QC
NWDP-GJ-004,Rajkot Inland Sensor Node,22.3039,70.8022,2026-03-24 21:00:00,27.51,PASSED_QC
NWDP-GJ-005,Surat Deltaic Monitoring Station,21.1702,72.8311,2026-03-24 21:00:00,28.11,PASSED_QC
NWDP-GJ-001,Gandhinagar Hydro-Met Station,23.22,72.65,2026-03-24 22:00:00,27.1,PASSED_QC
NWDP-GJ-002,Ahmedabad Weather Observatory,23.0225,72.5714,2026-03-24 22:00:00,26.84,PASSED_QC
NWDP-GJ-003,Bhavnagar Coastal Met Station,21.7645,72.1519,2026-03-24 22:00:00,26.39,PASSED_QC
NWDP-GJ-004,Rajkot Inland Sensor Node,22.3039,70.8022,2026-03-24 22:00:00,26.37,PASSED_QC
NWDP-GJ-005,Surat Deltaic Monitoring Station,21.1702,72.8311,2026-03-24 22:00:00,26.85,PASSED_QC
NWDP-GJ-001,Gandhinagar Hydro-Met Station,23.22,72.65,2026-03-24 23:00:00,26.3,PASSED_QC
NWDP-GJ-002,Ahmedabad Weather Observatory,23.0225,72.5714,2026-03-24 23:00:00,26.18,PASSED_QC
NWDP-GJ-003,Bhavnagar Coastal Met Station,21.7645,72.1519,2026-03-24 23:00:00,25.61,PASSED_QC
NWDP-GJ-004,Rajkot Inland Sensor Node,22.3039,70.8022,2026-03-24 23:00:00,26.29,PASSED_QC
NWDP-GJ-005,Surat Deltaic Monitoring Station,21.1702,72.8311,2026-03-24 23:00:00,26.2,PASSED_QC
NWDP-GJ-001,Gandhinagar Hydro-Met Station,23.22,72.65,2026-03-25 00:00:00,25.04,PASSED_QC
NWDP-GJ-002,Ahmedabad Weather Observatory,23.0225,72.5714,2026-03-25 00:00:00,25.16,PASSED_QC
NWDP-GJ-003,Bhavnagar Coastal Met Station,21.7645,72.1519,2026-03-25 00:00:00,25.74,PASSED_QC
NWDP-GJ-004,Rajkot Inland Sensor Node,22.3039,70.8022,2026-03-25 00:00:00,25.38,PASSED_QC
NWDP-GJ-005,Surat Deltaic Monitoring Station,21.1702,72.8311,2026-03-25 00:00:00,26.1,PASSED_QC
NWDP-GJ-001,Gandhinagar Hydro-Met Station,23.22,72.65,2026-03-25 01:00:00,25.32,PASSED_QC
NWDP-GJ-002,Ahmedabad Weather Observatory,23.0225,72.5714,2026-03-25 01:00:00,24.92,PASSED_QC
NWDP-GJ-003,Bhavnagar Coastal Met Station,21.7645,72.1519,2026-03-25 01:00:00,25.12,PASSED_QC
NWDP-GJ-004,Rajkot Inland Sensor Node,22.3039,70.8022,2026-03-25 01:00:00,25.14,PASSED_QC
NWDP-GJ-005,Surat Deltaic Monitoring Station,21.1702,72.8311,2026-03-25 01:00:00,24.83,PASSED_QC
NWDP-GJ-001,Gandhinagar Hydro-Met Station,23.22,72.65,2026-03-25 02:00:00,24.63,PASSED_QC
NWDP-GJ-002,Ahmedabad Weather Observatory,23.0225,72.5714,2026-03-25 02:00:00,25.28,PASSED_QC
NWDP-GJ-003,Bhavnagar Coastal Met Station,21.7645,72.1519,2026-03-25 02:00:00,25.34,PASSED_QC
NWDP-GJ-004,Rajkot Inland Sensor Node,22.3039,70.8022,2026-03-25 02:00:00,25.24,PASSED_QC
NWDP-GJ-005,Surat Deltaic Monitoring Station,21.1702,72.8311,2026-03-25 02:00:00,25.61,PASSED_QC
NWDP-GJ-001,Gandhinagar Hydro-Met Station,23.22,72.65,2026-03-25 03:00:00,24.9,PASSED_QC
NWDP-GJ-002,Ahmedabad Weather Observatory,23.0225,72.5714,2026-03-25 03:00:00,25.79,PASSED_QC
NWDP-GJ-003,Bhavnagar Coastal Met Station,21.7645,72.1519,2026-03-25 03:00:00,24.76,PASSED_QC
NWDP-GJ-004,Rajkot Inland Sensor Node,22.3039,70.8022,2026-03-25 03:00:00,24.71,PASSED_QC
NWDP-GJ-005,Surat Deltaic Monitoring Station,21.1702,72.8311,2026-03-25 03:00:00,24.42,PASSED_QC
NWDP-GJ-001,Gandhinagar Hydro-Met Station,23.22,72.65,2026-03-25 04:00:00,25.29,PASSED_QC
NWDP-GJ-002,Ahmedabad Weather Observatory,23.0225,72.5714,2026-03-25 04:00:00,25.27,PASSED_QC
NWDP-GJ-003,Bhavnagar Coastal Met Station,21.7645,72.1519,2026-03-25 04:00:00,25.68,PASSED_QC
NWDP-GJ-004,Rajkot Inland Sensor Node,22.3039,70.8022,2026-03-25 04:00:00,25.57,PASSED_QC
NWDP-GJ-005,Surat Deltaic Monitoring Station,21.1702,72.8311,2026-03-25 04:00:00,24.99,PASSED_QC
NWDP-GJ-001,Gandhinagar Hydro-Met Station,23.22,72.65,2026-03-25 05:00:00,25.87,PASSED_QC
NWDP-GJ-002,Ahmedabad Weather Observatory,23.0225,72.5714,2026-03-25 05:00:00,25.88,PASSED_QC
NWDP-GJ-003,Bhavnagar Coastal Met Station,21.7645,72.1519,2026-03-25 05:00:00,25.31,PASSED_QC
NWDP-GJ-004,Rajkot Inland Sensor Node,22.3039,70.8022,2026-03-25 05:00:00,25.63,PASSED_QC
NWDP-GJ-005,Surat Deltaic Monitoring Station,21.1702,72.8311,2026-03-25 05:00:00,25.72,PASSED_QC
NWDP-GJ-001,Gandhinagar Hydro-Met Station,23.22,72.65,2026-03-25 06:00:00,27.32,PASSED_QC
NWDP-GJ-002,Ahmedabad Weather Observatory,23.0225,72.5714,2026-03-25 06:00:00,26.83,PASSED_QC
NWDP-GJ-003,Bhavnagar Coastal Met Station,21.7645,72.1519,2026-03-25 06:00:00,27.01,PASSED_QC
NWDP-GJ-004,Rajkot Inland Sensor Node,22.3039,70.8022,2026-03-25 06:00:00,26.15,PASSED_QC
NWDP-GJ-005,Surat Deltaic Monitoring Station,21.1702,72.8311,2026-03-25 06:00:00,27.23,PASSED_QC
NWDP-GJ-001,Gandhinagar Hydro-Met Station,23.22,72.65,2026-03-25 07:00:00,28.11,PASSED_QC
NWDP-GJ-002,Ahmedabad Weather Observatory,23.0225,72.5714,2026-03-25 07:00:00,26.79,PASSED_QC
NWDP-GJ-003,Bhavnagar Coastal Met Station,21.7645,72.1519,2026-03-25 07:00:00,27.31,PASSED_QC
NWDP-GJ-004,Rajkot Inland Sensor Node,22.3039,70.8022,2026-03-25 07:00:00,27.79,PASSED_QC
NWDP-GJ-005,Surat Deltaic Monitoring Station,21.1702,72.8311,2026-03-25 07:00:00,27.85,PASSED_QC
NWDP-GJ-001,Gandhinagar Hydro-Met Station,23.22,72.65,2026-03-25 08:00:00,28.23,PASSED_QC
NWDP-GJ-002,Ahmedabad Weather Observatory,23.0225,72.5714,2026-03-25 08:00:00,28.38,PASSED_QC
NWDP-GJ-003,Bhavnagar Coastal Met Station,21.7645,72.1519,2026-03-25 08:00:00,28.26,PASSED_QC
NWDP-GJ-004,Rajkot Inland Sensor Node,22.3039,70.8022,2026-03-25 08:00:00,28.54,PASSED_QC
NWDP-GJ-005,Surat Deltaic Monitoring Station,21.1702,72.8311,2026-03-25 08:00:00,28.98,PASSED_QC
NWDP-GJ-001,Gandhinagar Hydro-Met Station,23.22,72.65,2026-03-25 09:00:00,29.1,PASSED_QC
NWDP-GJ-002,Ahmedabad Weather Observatory,23.0225,72.5714,2026-03-25 09:00:00,29.81,PASSED_QC
NWDP-GJ-003,Bhavnagar Coastal Met Station,21.7645,72.1519,2026-03-25 09:00:00,29.09,PASSED_QC
NWDP-GJ-004,Rajkot Inland Sensor Node,22.3039,70.8022,2026-03-25 09:00:00,29.07,PASSED_QC
NWDP-GJ-005,Surat Deltaic Monitoring Station,21.1702,72.8311,2026-03-25 09:00:00,29.73,PASSED_QC
NWDP-GJ-001,Gandhinagar Hydro-Met Station,23.22,72.65,2026-03-25 10:00:00,30.62,PASSED_QC
NWDP-GJ-002,Ahmedabad Weather Observatory,23.0225,72.5714,2026-03-25 10:00:00,30.59,PASSED_QC
NWDP-GJ-003,Bhavnagar Coastal Met Station,21.7645,72.1519,2026-03-25 10:00:00,29.72,PASSED_QC
NWDP-GJ-004,Rajkot Inland Sensor Node,22.3039,70.8022,2026-03-25 10:00:00,30.06,PASSED_QC
NWDP-GJ-005,Surat Deltaic Monitoring Station,21.1702,72.8311,2026-03-25 10:00:00,30.58,PASSED_QC
NWDP-GJ-001,Gandhinagar Hydro-Met Station,23.22,72.65,2026-03-25 11:00:00,30.99,PASSED_QC
NWDP-GJ-002,Ahmedabad Weather Observatory,23.0225,72.5714,2026-03-25 11:00:00,30.55,PASSED_QC
NWDP-GJ-003,Bhavnagar Coastal Met Station,21.7645,72.1519,2026-03-25 11:00:00,31.16,PASSED_QC
NWDP-GJ-004,Rajkot Inland Sensor Node,22.3039,70.8022,2026-03-25 11:00:00,30.69,PASSED_QC
NWDP-GJ-005,Surat Deltaic Monitoring Station,21.1702,72.8311,2026-03-25 11:00:00,31.69,PASSED_QC
NWDP-GJ-001,Gandhinagar Hydro-Met Station,23.22,72.65,2026-03-25 12:00:00,32.15,PASSED_QC
NWDP-GJ-002,Ahmedabad Weather Observatory,23.0225,72.5714,2026-03-25 12:00:00,31.77,PASSED_QC
NWDP-GJ-003,Bhavnagar Coastal Met Station,21.7645,72.1519,2026-03-25 12:00:00,32.08,PASSED_QC
NWDP-GJ-004,Rajkot Inland Sensor Node,22.3039,70.8022,2026-03-25 12:00:00,31.56,PASSED_QC
NWDP-GJ-005,Surat Deltaic Monitoring Station,21.1702,72.8311,2026-03-25 12:00:00,31.84,PASSED_QC
NWDP-GJ-001,Gandhinagar Hydro-Met Station,23.22,72.65,2026-03-25 13:00:00,32.47,PASSED_QC
NWDP-GJ-002,Ahmedabad Weather Observatory,23.0225,72.5714,2026-03-25 13:00:00,31.98,PASSED_QC
NWDP-GJ-003,Bhavnagar Coastal Met Station,21.7645,72.1519,2026-03-25 13:00:00,31.78,PASSED_QC
NWDP-GJ-004,Rajkot Inland Sensor Node,22.3039,70.8022,2026-03-25 13:00:00,31.2,PASSED_QC
NWDP-GJ-005,Surat Deltaic Monitoring Station,21.1702,72.8311,2026-03-25 13:00:00,31.85,PASSED_QC
NWDP-GJ-001,Gandhinagar Hydro-Met Station,23.22,72.65,2026-03-25 14:00:00,32.33,PASSED_QC
NWDP-GJ-002,Ahmedabad Weather Observatory,23.0225,72.5714,2026-03-25 14:00:00,32.38,PASSED_QC
NWDP-GJ-003,Bhavnagar Coastal Met Station,21.7645,72.1519,2026-03-25 14:00:00,32.2,PASSED_QC
NWDP-GJ-004,Rajkot Inland Sensor Node,22.3039,70.8022,2026-03-25 14:00:00,31.78,PASSED_QC
NWDP-GJ-005,Surat Deltaic Monitoring Station,21.1702,72.8311,2026-03-25 14:00:00,31.21,PASSED_QC
NWDP-GJ-001,Gandhinagar Hydro-Met Station,23.22,72.65,2026-03-25 15:00:00,31.68,PASSED_QC
NWDP-GJ-002,Ahmedabad Weather Observatory,23.0225,72.5714,2026-03-25 15:00:00,31.76,PASSED_QC
NWDP-GJ-003,Bhavnagar Coastal Met Station,21.7645,72.1519,2026-03-25 15:00:00,31.76,PASSED_QC
NWDP-GJ-004,Rajkot Inland Sensor Node,22.3039,70.8022,2026-03-25 15:00:00,32.13,PASSED_QC
NWDP-GJ-005,Surat Deltaic Monitoring Station,21.1702,72.8311,2026-03-25 15:00:00,32.68,PASSED_QC
NWDP-GJ-001,Gandhinagar Hydro-Met Station,23.22,72.65,2026-03-25 16:00:00,31.58,PASSED_QC
NWDP-GJ-002,Ahmedabad Weather Observatory,23.0225,72.5714,2026-03-25 16:00:00,31.44,PASSED_QC
NWDP-GJ-003,Bhavnagar Coastal Met Station,21.7645,72.1519,2026-03-25 16:00:00,31.43,PASSED_QC
NWDP-GJ-004,Rajkot Inland Sensor Node,22.3039,70.8022,2026-03-25 16:00:00,31.58,PASSED_QC
NWDP-GJ-005,Surat Deltaic Monitoring Station,21.1702,72.8311,2026-03-25 16:00:00,31.2,PASSED_QC
NWDP-GJ-001,Gandhinagar Hydro-Met Station,23.22,72.65,2026-03-25 17:00:00,31.02,PASSED_QC
NWDP-GJ-002,Ahmedabad Weather Observatory,23.0225,72.5714,2026-03-25 17:00:00,31.16,PASSED_QC
NWDP-GJ-003,Bhavnagar Coastal Met Station,21.7645,72.1519,2026-03-25 17:00:00,31.06,PASSED_QC
NWDP-GJ-004,Rajkot Inland Sensor Node,22.3039,70.8022,2026-03-25 17:00:00,31.16,PASSED_QC
NWDP-GJ-005,Surat Deltaic Monitoring Station,21.1702,72.8311,2026-03-25 17:00:00,31.15,PASSED_QC
NWDP-GJ-001,Gandhinagar Hydro-Met Station,23.22,72.65,2026-03-25 18:00:00,29.54,PASSED_QC
NWDP-GJ-002,Ahmedabad Weather Observatory,23.0225,72.5714,2026-03-25 18:00:00,30.5,PASSED_QC
NWDP-GJ-003,Bhavnagar Coastal Met Station,21.7645,72.1519,2026-03-25 18:00:00,29.98,PASSED_QC
NWDP-GJ-004,Rajkot Inland Sensor Node,22.3039,70.8022,2026-03-25 18:00:00,29.81,PASSED_QC
NWDP-GJ-005,Surat Deltaic Monitoring Station,21.1702,72.8311,2026-03-25 18:00:00,29.81,PASSED_QC
NWDP-GJ-001,Gandhinagar Hydro-Met Station,23.22,72.65,2026-03-25 19:00:00,29.58,PASSED_QC
NWDP-GJ-002,Ahmedabad Weather Observatory,23.0225,72.5714,2026-03-25 19:00:00,29.32,PASSED_QC
NWDP-GJ-003,Bhavnagar Coastal Met Station,21.7645,72.1519,2026-03-25 19:00:00,28.73,PASSED_QC
NWDP-GJ-004,Rajkot Inland Sensor Node,22.3039,70.8022,2026-03-25 19:00:00,29.6,PASSED_QC
NWDP-GJ-005,Surat Deltaic Monitoring Station,21.1702,72.8311,2026-03-25 19:00:00,28.83,PASSED_QC
NWDP-GJ-001,Gandhinagar Hydro-Met Station,23.22,72.65,2026-03-25 20:00:00,28.56,PASSED_QC
NWDP-GJ-002,Ahmedabad Weather Observatory,23.0225,72.5714,2026-03-25 20:00:00,28.6,PASSED_QC
NWDP-GJ-003,Bhavnagar Coastal Met Station,21.7645,72.1519,2026-03-25 20:00:00,28.85,PASSED_QC
NWDP-GJ-004,Rajkot Inland Sensor Node,22.3039,70.8022,2026-03-25 20:00:00,29.21,PASSED_QC
NWDP-GJ-005,Surat Deltaic Monitoring Station,21.1702,72.8311,2026-03-25 20:00:00,27.95,PASSED_QC
NWDP-GJ-001,Gandhinagar Hydro-Met Station,23.22,72.65,2026-03-25 21:00:00,27.57,PASSED_QC
NWDP-GJ-002,Ahmedabad Weather Observatory,23.0225,72.5714,2026-03-25 21:00:00,27.48,PASSED_QC
NWDP-GJ-003,Bhavnagar Coastal Met Station,21.7645,72.1519,2026-03-25 21:00:00,27.77,PASSED_QC
NWDP-GJ-004,Rajkot Inland Sensor Node,22.3039,70.8022,2026-03-25 21:00:00,27.68,PASSED_QC
NWDP-GJ-005,Surat Deltaic Monitoring Station,21.1702,72.8311,2026-03-25 21:00:00,27.45,PASSED_QC
NWDP-GJ-001,Gandhinagar Hydro-Met Station,23.22,72.65,2026-03-25 22:00:00,26.57,PASSED_QC
NWDP-GJ-002,Ahmedabad Weather Observatory,23.0225,72.5714,2026-03-25 22:00:00,26.3,PASSED_QC
NWDP-GJ-003,Bhavnagar Coastal Met Station,21.7645,72.1519,2026-03-25 22:00:00,27.15,PASSED_QC
NWDP-GJ-004,Rajkot Inland Sensor Node,22.3039,70.8022,2026-03-25 22:00:00,26.93,PASSED_QC
NWDP-GJ-005,Surat Deltaic Monitoring Station,21.1702,72.8311,2026-03-25 22:00:00,27.12,PASSED_QC
NWDP-GJ-001,Gandhinagar Hydro-Met Station,23.22,72.65,2026-03-25 23:00:00,25.9,PASSED_QC
NWDP-GJ-002,Ahmedabad Weather Observatory,23.0225,72.5714,2026-03-25 23:00:00,25.76,PASSED_QC
NWDP-GJ-003,Bhavnagar Coastal Met Station,21.7645,72.1519,2026-03-25 23:00:00,25.59,PASSED_QC
NWDP-GJ-004,Rajkot Inland Sensor Node,22.3039,70.8022,2026-03-25 23:00:00,26.17,PASSED_QC
NWDP-GJ-005,Surat Deltaic Monitoring Station,21.1702,72.8311,2026-03-25 23:00:00,25.61,PASSED_QC
NWDP-GJ-001,Gandhinagar Hydro-Met Station,23.22,72.65,2026-03-26 00:00:00,26.21,PASSED_QC
NWDP-GJ-002,Ahmedabad Weather Observatory,23.0225,72.5714,2026-03-26 00:00:00,24.95,PASSED_QC
NWDP-GJ-003,Bhavnagar Coastal Met Station,21.7645,72.1519,2026-03-26 00:00:00,25.58,PASSED_QC
NWDP-GJ-004,Rajkot Inland Sensor Node,22.3039,70.8022,2026-03-26 00:00:00,26.1,PASSED_QC
NWDP-GJ-005,Surat Deltaic Monitoring Station,21.1702,72.8311,2026-03-26 00:00:00,25.71,PASSED_QC
NWDP-GJ-001,Gandhinagar Hydro-Met Station,23.22,72.65,2026-03-26 01:00:00,25.19,PASSED_QC
NWDP-GJ-002,Ahmedabad Weather Observatory,23.0225,72.5714,2026-03-26 01:00:00,24.73,PASSED_QC
NWDP-GJ-003,Bhavnagar Coastal Met Station,21.7645,72.1519,2026-03-26 01:00:00,24.57,PASSED_QC
NWDP-GJ-004,Rajkot Inland Sensor Node,22.3039,70.8022,2026-03-26 01:00:00,25.43,PASSED_QC
NWDP-GJ-005,Surat Deltaic Monitoring Station,21.1702,72.8311,2026-03-26 01:00:00,25.72,PASSED_QC
NWDP-GJ-001,Gandhinagar Hydro-Met Station,23.22,72.65,2026-03-26 02:00:00,24.82,PASSED_QC
NWDP-GJ-002,Ahmedabad Weather Observatory,23.0225,72.5714,2026-03-26 02:00:00,24.54,PASSED_QC
NWDP-GJ-003,Bhavnagar Coastal Met Station,21.7645,72.1519,2026-03-26 02:00:00,24.02,PASSED_QC
NWDP-GJ-004,Rajkot Inland Sensor Node,22.3039,70.8022,2026-03-26 02:00:00,24.61,PASSED_QC
NWDP-GJ-005,Surat Deltaic Monitoring Station,21.1702,72.8311,2026-03-26 02:00:00,24.95,PASSED_QC
NWDP-GJ-001,Gandhinagar Hydro-Met Station,23.22,72.65,2026-03-26 03:00:00,25.76,PASSED_QC
NWDP-GJ-002,Ahmedabad Weather Observatory,23.0225,72.5714,2026-03-26 03:00:00,25.39,PASSED_QC
NWDP-GJ-003,Bhavnagar Coastal Met Station,21.7645,72.1519,2026-03-26 03:00:00,25.24,PASSED_QC
NWDP-GJ-004,Rajkot Inland Sensor Node,22.3039,70.8022,2026-03-26 03:00:00,24.96,PASSED_QC
NWDP-GJ-005,Surat Deltaic Monitoring Station,21.1702,72.8311,2026-03-26 03:00:00,24.89,PASSED_QC
NWDP-GJ-001,Gandhinagar Hydro-Met Station,23.22,72.65,2026-03-26 04:00:00,26.03,PASSED_QC
NWDP-GJ-002,Ahmedabad Weather Observatory,23.0225,72.5714,2026-03-26 04:00:00,25.55,PASSED_QC
NWDP-GJ-003,Bhavnagar Coastal Met Station,21.7645,72.1519,2026-03-26 04:00:00,24.63,PASSED_QC
NWDP-GJ-004,Rajkot Inland Sensor Node,22.3039,70.8022,2026-03-26 04:00:00,25.2,PASSED_QC
NWDP-GJ-005,Surat Deltaic Monitoring Station,21.1702,72.8311,2026-03-26 04:00:00,25.13,PASSED_QC
NWDP-GJ-001,Gandhinagar Hydro-Met Station,23.22,72.65,2026-03-26 05:00:00,25.81,PASSED_QC
NWDP-GJ-002,Ahmedabad Weather Observatory,23.0225,72.5714,2026-03-26 05:00:00,26.25,PASSED_QC
NWDP-GJ-003,Bhavnagar Coastal Met Station,21.7645,72.1519,2026-03-26 05:00:00,25.98,PASSED_QC
NWDP-GJ-004,Rajkot Inland Sensor Node,22.3039,70.8022,2026-03-26 05:00:00,25.99,PASSED_QC
NWDP-GJ-005,Surat Deltaic Monitoring Station,21.1702,72.8311,2026-03-26 05:00:00,26.55,PASSED_QC
NWDP-GJ-001,Gandhinagar Hydro-Met Station,23.22,72.65,2026-03-26 06:00:00,26.47,PASSED_QC
NWDP-GJ-002,Ahmedabad Weather Observatory,23.0225,72.5714,2026-03-26 06:00:00,27.5,PASSED_QC
NWDP-GJ-003,Bhavnagar Coastal Met Station,21.7645,72.1519,2026-03-26 06:00:00,26.48,PASSED_QC
