SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,Data Acquisition Time,Electric Conductivity (μS/cm),Colour,Odour,Turbidity (NTU),Temperature (ºC),Total Solids (mg/L)
1411,KOLAK AT PATALIA BDG.,CPCB,24,Gujarat,462,Valsad,PARDI,-,-,-,-,-,-,-,-,20.46151100,72.88655600,05-09-2018 08:30,"","","","","",""
1412,KOLAK AT PATALIA BDG.,CPCB,24,Gujarat,462,Valsad,PARDI,-,-,-,-,-,-,-,-,20.46151100,72.88655600,05-10-2018 08:30,"","","","","",""
1413,KOLAK AT PATALIA BDG.,CPCB,24,Gujarat,462,Valsad,PARDI,-,-,-,-,-,-,-,-,20.46151100,72.88655600,22-11-2018 08:30,"","","","","",""
1414,KOLAK AT PATALIA BDG.,CPCB,24,Gujarat,462,Valsad,PARDI,-,-,-,-,-,-,-,-,20.46151100,72.88655600,04-12-2018 08:30,"","","","","",""
1415,KOLAK AT PATALIA BDG.,CPCB,24,Gujarat,462,Valsad,PARDI,-,-,-,-,-,-,-,-,20.46151100,72.88655600,03-01-2019 08:30,"","","","","",""
1416,KOLAK AT PATALIA BDG.,CPCB,24,Gujarat,462,Valsad,PARDI,-,-,-,-,-,-,-,-,20.46151100,72.88655600,09-02-2019 08:30,"","","","","",""
1417,KOLAK AT PATALIA BDG.,CPCB,24,Gujarat,462,Valsad,PARDI,-,-,-,-,-,-,-,-,20.46151100,72.88655600,02-03-2019 08:30,"","","","","",""
1418,KOLAK AT PATALIA BDG.,CPCB,24,Gujarat,462,Valsad,PARDI,-,-,-,-,-,-,-,-,20.46151100,72.88655600,02-04-2019 08:30,"","","","","",""
1419,KOLAK AT PATALIA BDG.,CPCB,24,Gujarat,462,Valsad,PARDI,-,-,-,-,-,-,-,-,20.46151100,72.88655600,01-05-2019 08:30,"","","","","",""
1420,KOLAK AT PATALIA BDG.,CPCB,24,Gujarat,462,Valsad,PARDI,-,-,-,-,-,-,-,-,20.46151100,72.88655600,04-06-2019 08:30,"","","","","",""
1421,KOLAK AT PATALIA BDG.,CPCB,24,Gujarat,462,Valsad,PARDI,-,-,-,-,-,-,-,-,20.46151100,72.88655600,03-07-2019 08:30,"","","","","",""
1422,KOLAK AT PATALIA BDG.,CPCB,24,Gujarat,462,Valsad,PARDI,-,-,-,-,-,-,-,-,20.46151100,72.88655600,01-08-2019 08:30,"","","","","",""
1423,KOLAK AT PATALIA BDG.,CPCB,24,Gujarat,462,Valsad,PARDI,-,-,-,-,-,-,-,-,20.46151100,72.88655600,03-09-2019 08:30,"","","","","",""
1424,KOLAK AT PATALIA BDG.,CPCB,24,Gujarat,462,Valsad,PARDI,-,-,-,-,-,-,-,-,20.46151100,72.88655600,03-10-2019 08:30,"","","","","",""
1425,KOLAK AT PATALIA BDG.,CPCB,24,Gujarat,462,Valsad,PARDI,-,-,-,-,-,-,-,-,20.46151100,72.88655600,05-11-2019 08:30,"","","","","",""
1426,KOLAK AT PATALIA BDG.,CPCB,24,Gujarat,462,Valsad,PARDI,-,-,-,-,-,-,-,-,20.46151100,72.88655600,05-12-2019 08:30,"","","","","",""
1427,KOLAK AT PATALIA BDG.,CPCB,24,Gujarat,462,Valsad,PARDI,-,-,-,-,-,-,-,-,20.46151100,72.88655600,03-01-2020 08:30,1056,"","",6.7,"",10
1428,KOLAK AT PATALIA BDG.,CPCB,24,Gujarat,462,Valsad,PARDI,-,-,-,-,-,-,-,-,20.46151100,72.88655600,03-02-2020 08:30,1760,"","",6.8,"",""
1429,KOLAK AT PATALIA BDG.,CPCB,24,Gujarat,462,Valsad,PARDI,-,-,-,-,-,-,-,-,20.46151100,72.88655600,03-03-2020 08:30,1632,"","",7.3,"",""
1430,KOLAK AT PATALIA BDG.,CPCB,24,Gujarat,462,Valsad,PARDI,-,-,-,-,-,-,-,-,20.46151100,72.88655600,09-04-2020 08:30,2305,"","",6,"",""
1431,KOLAK AT PATALIA BDG.,CPCB,24,Gujarat,462,Valsad,PARDI,-,-,-,-,-,-,-,-,20.46151100,72.88655600,05-05-2020 08:30,2612,"","",34.2,"",""
1432,KOLAK AT PATALIA BDG.,CPCB,24,Gujarat,462,Valsad,PARDI,-,-,-,-,-,-,-,-,20.46151100,72.88655600,02-06-2020 08:30,724,"","",2,"",""
1433,KOLAK AT PATALIA BDG.,CPCB,24,Gujarat,462,Valsad,PARDI,-,-,-,-,-,-,-,-,20.46151100,72.88655600,03-07-2020 08:30,810,"","",7.3,"",""
1434,KOLAK AT PATALIA BDG.,CPCB,24,Gujarat,462,Valsad,PARDI,-,-,-,-,-,-,-,-,20.46151100,72.88655600,04-08-2020 08:30,606,"","",309.9,"",""
1435,KOLAK AT PATALIA BDG.,CPCB,24,Gujarat,462,Valsad,PARDI,-,-,-,-,-,-,-,-,20.46151100,72.88655600,01-09-2020 08:30,549,"","",4.9,"",""
1436,KOLAK AT PATALIA BDG.,CPCB,24,Gujarat,462,Valsad,PARDI,-,-,-,-,-,-,-,-,20.46151100,72.88655600,01-10-2020 08:30,469,"","",1.1,"",""
1437,KOLAK AT PATALIA BDG.,CPCB,24,Gujarat,462,Valsad,PARDI,-,-,-,-,-,-,-,-,20.46151100,72.88655600,02-11-2020 08:30,985,"","",6.2,"",""
1438,KOLAK AT PATALIA BDG.,CPCB,24,Gujarat,462,Valsad,PARDI,-,-,-,-,-,-,-,-,20.46151100,72.88655600,03-12-2020 08:30,806,"","",4.2,"",""
1439,KOLAK AT RAILWAY BRIDGE NO. 313 VAPI VALSAD,CPCB,24,Gujarat,462,Valsad,PARDI,-,-,-,-,-,-,-,-,20.34246100,72.90540300,05-01-2018 08:30,"","","","","",""
1440,KOLAK AT RAILWAY BRIDGE NO. 313 VAPI VALSAD,CPCB,24,Gujarat,462,Valsad,PARDI,-,-,-,-,-,-,-,-,20.34246100,72.90540300,01-02-2018 08:30,"","","","","",""
1441,KOLAK AT RAILWAY BRIDGE NO. 313 VAPI VALSAD,CPCB,24,Gujarat,462,Valsad,PARDI,-,-,-,-,-,-,-,-,20.34246100,72.90540300,01-03-2018 08:30,"","","","","",""
1442,KOLAK AT RAILWAY BRIDGE NO. 313 VAPI VALSAD,CPCB,24,Gujarat,462,Valsad,PARDI,-,-,-,-,-,-,-,-,20.34246100,72.90540300,04-04-2018 08:30,"","","","","",""
1443,KOLAK AT RAILWAY BRIDGE NO. 313 VAPI VALSAD,CPCB,24,Gujarat,462,Valsad,PARDI,-,-,-,-,-,-,-,-,20.34246100,72.90540300,01-05-2018 08:30,"","","","","",""
1444,KOLAK AT RAILWAY BRIDGE NO. 313 VAPI VALSAD,CPCB,24,Gujarat,462,Valsad,PARDI,-,-,-,-,-,-,-,-,20.34246100,72.90540300,07-06-2018 08:30,"","","","","",""
1445,KOLAK AT RAILWAY BRIDGE NO. 313 VAPI VALSAD,CPCB,24,Gujarat,462,Valsad,PARDI,-,-,-,-,-,-,-,-,20.34246100,72.90540300,04-07-2018 08:30,"","","","","",""
1446,KOLAK AT RAILWAY BRIDGE NO. 313 VAPI VALSAD,CPCB,24,Gujarat,462,Valsad,PARDI,-,-,-,-,-,-,-,-,20.34246100,72.90540300,09-08-2018 08:30,"","","","","",""
1447,KOLAK AT RAILWAY BRIDGE NO. 313 VAPI VALSAD,CPCB,24,Gujarat,462,Valsad,PARDI,-,-,-,-,-,-,-,-,20.34246100,72.90540300,05-09-2018 08:30,"","","","","",""
1448,KOLAK AT RAILWAY BRIDGE NO. 313 VAPI VALSAD,CPCB,24,Gujarat,462,Valsad,PARDI,-,-,-,-,-,-,-,-,20.34246100,72.90540300,05-10-2018 08:30,"","","","","",""
1449,KOLAK AT RAILWAY BRIDGE NO. 313 VAPI VALSAD,CPCB,24,Gujarat,462,Valsad,PARDI,-,-,-,-,-,-,-,-,20.34246100,72.90540300,17-11-2018 08:30,"","","","","",""
1450,KOLAK AT RAILWAY BRIDGE NO. 313 VAPI VALSAD,CPCB,24,Gujarat,462,Valsad,PARDI,-,-,-,-,-,-,-,-,20.34246100,72.90540300,04-12-2018 08:30,"","","","","",""
1451,KOLAK AT RAILWAY BRIDGE NO. 313 VAPI VALSAD,CPCB,24,Gujarat,462,Valsad,PARDI,-,-,-,-,-,-,-,-,20.34246100,72.90540300,03-01-2019 08:30,"","","","","",""
1452,KOLAK AT RAILWAY BRIDGE NO. 313 VAPI VALSAD,CPCB,24,Gujarat,462,Valsad,PARDI,-,-,-,-,-,-,-,-,20.34246100,72.90540300,09-02-2019 08:30,"","","","","",""
1453,KOLAK AT RAILWAY BRIDGE NO. 313 VAPI VALSAD,CPCB,24,Gujarat,462,Valsad,PARDI,-,-,-,-,-,-,-,-,20.34246100,72.90540300,02-03-2019 08:30,"","","","","",""
1454,KOLAK AT RAILWAY BRIDGE NO. 313 VAPI VALSAD,CPCB,24,Gujarat,462,Valsad,PARDI,-,-,-,-,-,-,-,-,20.34246100,72.90540300,02-04-2019 08:30,"","","","","",""
1455,KOLAK AT RAILWAY BRIDGE NO. 313 VAPI VALSAD,CPCB,24,Gujarat,462,Valsad,PARDI,-,-,-,-,-,-,-,-,20.34246100,72.90540300,01-05-2019 08:30,"","","","","",""
1456,KOLAK AT RAILWAY BRIDGE NO. 313 VAPI VALSAD,CPCB,24,Gujarat,462,Valsad,PARDI,-,-,-,-,-,-,-,-,20.34246100,72.90540300,04-06-2019 08:30,"","","","","",""
1457,KOLAK AT RAILWAY BRIDGE NO. 313 VAPI VALSAD,CPCB,24,Gujarat,462,Valsad,PARDI,-,-,-,-,-,-,-,-,20.34246100,72.90540300,03-07-2019 08:30,"","","","","",""
1458,KOLAK AT RAILWAY BRIDGE NO. 313 VAPI VALSAD,CPCB,24,Gujarat,462,Valsad,PARDI,-,-,-,-,-,-,-,-,20.34246100,72.90540300,01-08-2019 08:30,"","","","","",""
1459,KOLAK AT RAILWAY BRIDGE NO. 313 VAPI VALSAD,CPCB,24,Gujarat,462,Valsad,PARDI,-,-,-,-,-,-,-,-,20.34246100,72.90540300,03-09-2019 08:30,"","","","","",""
1460,KOLAK AT RAILWAY BRIDGE NO. 313 VAPI VALSAD,CPCB,24,Gujarat,462,Valsad,PARDI,-,-,-,-,-,-,-,-,20.34246100,72.90540300,03-10-2019 08:30,"","","","","",""
1461,KOLAK AT RAILWAY BRIDGE NO. 313 VAPI VALSAD,CPCB,24,Gujarat,462,Valsad,PARDI,-,-,-,-,-,-,-,-,20.34246100,72.90540300,05-11-2019 08:30,"","","","","",""
1462,KOLAK AT RAILWAY BRIDGE NO. 313 VAPI VALSAD,CPCB,24,Gujarat,462,Valsad,PARDI,-,-,-,-,-,-,-,-,20.34246100,72.90540300,07-12-2019 08:30,"","","","","",""
1463,KOLAK AT RAILWAY BRIDGE NO. 313 VAPI VALSAD,CPCB,24,Gujarat,462,Valsad,PARDI,-,-,-,-,-,-,-,-,20.34246100,72.90540300,03-01-2020 08:30,34990,"","",32.2,"",38
1464,KOLAK AT RAILWAY BRIDGE NO. 313 VAPI VALSAD,CPCB,24,Gujarat,462,Valsad,PARDI,-,-,-,-,-,-,-,-,20.34246100,72.90540300,03-02-2020 08:30,45790,"","",32.2,"",""
1465,KOLAK AT RAILWAY BRIDGE NO. 313 VAPI VALSAD,CPCB,24,Gujarat,462,Valsad,PARDI,-,-,-,-,-,-,-,-,20.34246100,72.90540300,03-03-2020 08:30,32130,"","",4.2,"",""
1466,KOLAK AT RAILWAY BRIDGE NO. 313 VAPI VALSAD,CPCB,24,Gujarat,462,Valsad,PARDI,-,-,-,-,-,-,-,-,20.34246100,72.90540300,09-04-2020 08:30,5584,"","",4.5,"",""
1467,KOLAK AT RAILWAY BRIDGE NO. 313 VAPI VALSAD,CPCB,24,Gujarat,462,Valsad,PARDI,-,-,-,-,-,-,-,-,20.34246100,72.90540300,05-05-2020 08:30,9154,"","",22.4,"",""
1468,KOLAK AT RAILWAY BRIDGE NO. 313 VAPI VALSAD,CPCB,24,Gujarat,462,Valsad,PARDI,-,-,-,-,-,-,-,-,20.34246100,72.90540300,02-06-2020 08:30,5368,"","",20.4,"",""
1469,KOLAK AT RAILWAY BRIDGE NO. 313 VAPI VALSAD,CPCB,24,Gujarat,462,Valsad,PARDI,-,-,-,-,-,-,-,-,20.34246100,72.90540300,03-07-2020 08:30,12860,"","",227.5,"",""
1470,KOLAK AT RAILWAY BRIDGE NO. 313 VAPI VALSAD,CPCB,24,Gujarat,462,Valsad,PARDI,-,-,-,-,-,-,-,-,20.34246100,72.90540300,04-08-2020 08:30,12410,"","",225.6,"",""
1471,KOLAK AT RAILWAY BRIDGE NO. 313 VAPI VALSAD,CPCB,24,Gujarat,462,Valsad,PARDI,-,-,-,-,-,-,-,-,20.34246100,72.90540300,01-09-2020 08:30,858,"","",103,"",""
1472,KOLAK AT RAILWAY BRIDGE NO. 313 VAPI VALSAD,CPCB,24,Gujarat,462,Valsad,PARDI,-,-,-,-,-,-,-,-,20.34246100,72.90540300,01-10-2020 08:30,1972,"","",46.9,"",""
1473,KOLAK AT RAILWAY BRIDGE NO. 313 VAPI VALSAD,CPCB,24,Gujarat,462,Valsad,PARDI,-,-,-,-,-,-,-,-,20.34246100,72.90540300,02-11-2020 08:30,6402,"","",88.2,"",""
1474,KOLAK AT RAILWAY BRIDGE NO. 313 VAPI VALSAD,CPCB,24,Gujarat,462,Valsad,PARDI,-,-,-,-,-,-,-,-,20.34246100,72.90540300,03-12-2020 08:30,24670,"","",129,"",""
1475,KUWADAVA LAKE VILL. KUWADAVA DIST. RAJKOT.,CPCB,24,Gujarat,457,Rajkot,RAJKOT,-,-,-,-,-,-,-,-,22.35771500,70.93984800,18-01-2018 08:30,1090,"","","","",""
1476,KUWADAVA LAKE VILL. KUWADAVA DIST. RAJKOT.,CPCB,24,Gujarat,457,Rajkot,RAJKOT,-,-,-,-,-,-,-,-,22.35771500,70.93984800,07-02-2018 08:30,1350,"","","","",""
1477,KUWADAVA LAKE VILL. KUWADAVA DIST. RAJKOT.,CPCB,24,Gujarat,457,Rajkot,RAJKOT,-,-,-,-,-,-,-,-,22.35771500,70.93984800,05-03-2018 08:30,1590,"","","","",""
1478,KUWADAVA LAKE VILL. KUWADAVA DIST. RAJKOT.,CPCB,24,Gujarat,457,Rajkot,RAJKOT,-,-,-,-,-,-,-,-,22.35771500,70.93984800,07-04-2018 08:30,2120,"","","","",""
1479,KUWADAVA LAKE VILL. KUWADAVA DIST. RAJKOT.,CPCB,24,Gujarat,457,Rajkot,RAJKOT,-,-,-,-,-,-,-,-,22.35771500,70.93984800,03-05-2018 08:30,3680,"","","","",""
1480,KUWADAVA LAKE VILL. KUWADAVA DIST. RAJKOT.,CPCB,24,Gujarat,457,Rajkot,RAJKOT,-,-,-,-,-,-,-,-,22.35771500,70.93984800,30-07-2018 08:30,1453,"","","","",""
1481,KUWADAVA LAKE VILL. KUWADAVA DIST. RAJKOT.,CPCB,24,Gujarat,457,Rajkot,RAJKOT,-,-,-,-,-,-,-,-,22.35771500,70.93984800,09-08-2018 08:30,1676,"","","","",""
1482,KUWADAVA LAKE VILL. KUWADAVA DIST. RAJKOT.,CPCB,24,Gujarat,457,Rajkot,RAJKOT,-,-,-,-,-,-,-,-,22.35771500,70.93984800,01-09-2018 08:30,2483,"","","","",""
1483,KUWADAVA LAKE VILL. KUWADAVA DIST. RAJKOT.,CPCB,24,Gujarat,457,Rajkot,RAJKOT,-,-,-,-,-,-,-,-,22.35771500,70.93984800,25-10-2018 08:30,2076,"","","","",""
1484,KUWADAVA LAKE VILL. KUWADAVA DIST. RAJKOT.,CPCB,24,Gujarat,457,Rajkot,RAJKOT,-,-,-,-,-,-,-,-,22.35771500,70.93984800,06-08-2019 08:30,415,"","","","",""
1485,KUWADAVA LAKE VILL. KUWADAVA DIST. RAJKOT.,CPCB,24,Gujarat,457,Rajkot,RAJKOT,-,-,-,-,-,-,-,-,22.35771500,70.93984800,04-09-2019 08:30,1004,"","","","",""
1486,KUWADAVA LAKE VILL. KUWADAVA DIST. RAJKOT.,CPCB,24,Gujarat,457,Rajkot,RAJKOT,-,-,-,-,-,-,-,-,22.35771500,70.93984800,05-10-2019 08:30,812,"","","","",""
1487,KUWADAVA LAKE VILL. KUWADAVA DIST. RAJKOT.,CPCB,24,Gujarat,457,Rajkot,RAJKOT,-,-,-,-,-,-,-,-,22.35771500,70.93984800,06-11-2019 08:30,1253,"","","","",""
1488,KUWADAVA LAKE VILL. KUWADAVA DIST. RAJKOT.,CPCB,24,Gujarat,457,Rajkot,RAJKOT,-,-,-,-,-,-,-,-,22.35771500,70.93984800,04-12-2019 08:30,1182,"","","","",""
1489,KUWADAVA LAKE VILL. KUWADAVA DIST. RAJKOT.,CPCB,24,Gujarat,457,Rajkot,RAJKOT,-,-,-,-,-,-,-,-,22.35771500,70.93984800,28-01-2020 08:30,1116,"","",70,"",54
1490,KUWADAVA LAKE VILL. KUWADAVA DIST. RAJKOT.,CPCB,24,Gujarat,457,Rajkot,RAJKOT,-,-,-,-,-,-,-,-,22.35771500,70.93984800,05-02-2020 08:30,1349,"","",57,"",""
1491,KUWADAVA LAKE VILL. KUWADAVA DIST. RAJKOT.,CPCB,24,Gujarat,457,Rajkot,RAJKOT,-,-,-,-,-,-,-,-,22.35771500,70.93984800,02-03-2020 08:30,1278,"","",47,"",""
1492,KUWADAVA LAKE VILL. KUWADAVA DIST. RAJKOT.,CPCB,24,Gujarat,457,Rajkot,RAJKOT,-,-,-,-,-,-,-,-,22.35771500,70.93984800,07-04-2020 08:30,1633,"","",33,"",""
1493,KUWADAVA LAKE VILL. KUWADAVA DIST. RAJKOT.,CPCB,24,Gujarat,457,Rajkot,RAJKOT,-,-,-,-,-,-,-,-,22.35771500,70.93984800,11-05-2020 08:30,1974,"","",32,"",""
1494,KUWADAVA LAKE VILL. KUWADAVA DIST. RAJKOT.,CPCB,24,Gujarat,457,Rajkot,RAJKOT,-,-,-,-,-,-,-,-,22.35771500,70.93984800,09-06-2020 08:30,2132,"","",20,"",""
1495,KUWADAVA LAKE VILL. KUWADAVA DIST. RAJKOT.,CPCB,24,Gujarat,457,Rajkot,RAJKOT,-,-,-,-,-,-,-,-,22.35771500,70.93984800,01-07-2020 08:30,2350,"","",20,"",""
1496,KUWADAVA LAKE VILL. KUWADAVA DIST. RAJKOT.,CPCB,24,Gujarat,457,Rajkot,RAJKOT,-,-,-,-,-,-,-,-,22.35771500,70.93984800,11-08-2020 08:30,1032,"","",2,"",""
1497,KUWADAVA LAKE VILL. KUWADAVA DIST. RAJKOT.,CPCB,24,Gujarat,457,Rajkot,RAJKOT,-,-,-,-,-,-,-,-,22.35771500,70.93984800,05-09-2020 08:30,922,"","",8,"",""
1498,KUWADAVA LAKE VILL. KUWADAVA DIST. RAJKOT.,CPCB,24,Gujarat,457,Rajkot,RAJKOT,-,-,-,-,-,-,-,-,22.35771500,70.93984800,04-11-2020 08:30,1338,"","",22,"",""
1499,LAKHOTA TALAV JAMNAGAR,CPCB,24,Gujarat,447,Jamnagar,JAMNAGAR,-,-,-,-,-,-,-,-,22.46511900,70.06823100,04-01-2018 08:30,340,"","","","",""
1500,LAKHOTA TALAV JAMNAGAR,CPCB,24,Gujarat,447,Jamnagar,JAMNAGAR,-,-,-,-,-,-,-,-,22.46511900,70.06823100,01-02-2018 08:30,380,"","","","",""
1501,LAKHOTA TALAV JAMNAGAR,CPCB,24,Gujarat,447,Jamnagar,JAMNAGAR,-,-,-,-,-,-,-,-,22.46511900,70.06823100,03-03-2018 08:30,422,"","","","",""
1502,LAKHOTA TALAV JAMNAGAR,CPCB,24,Gujarat,447,Jamnagar,JAMNAGAR,-,-,-,-,-,-,-,-,22.46511900,70.06823100,02-04-2018 08:30,580,"","","","",""
1503,LAKHOTA TALAV JAMNAGAR,CPCB,24,Gujarat,447,Jamnagar,JAMNAGAR,-,-,-,-,-,-,-,-,22.46511900,70.06823100,04-05-2018 08:30,620,"","","","",""
1504,LAKHOTA TALAV JAMNAGAR,CPCB,24,Gujarat,447,Jamnagar,JAMNAGAR,-,-,-,-,-,-,-,-,22.46511900,70.06823100,04-06-2018 08:30,580,"","","","",""
1505,LAKHOTA TALAV JAMNAGAR,CPCB,24,Gujarat,447,Jamnagar,JAMNAGAR,-,-,-,-,-,-,-,-,22.46511900,70.06823100,02-07-2018 08:30,610,"","","","",""
1506,LAKHOTA TALAV JAMNAGAR,CPCB,24,Gujarat,447,Jamnagar,JAMNAGAR,-,-,-,-,-,-,-,-,22.46511900,70.06823100,01-08-2018 08:30,460,"","","","",""
1507,LAKHOTA TALAV JAMNAGAR,CPCB,24,Gujarat,447,Jamnagar,JAMNAGAR,-,-,-,-,-,-,-,-,22.46511900,70.06823100,01-09-2018 08:30,470,"","","","",""
1508,LAKHOTA TALAV JAMNAGAR,CPCB,24,Gujarat,447,Jamnagar,JAMNAGAR,-,-,-,-,-,-,-,-,22.46511900,70.06823100,12-10-2018 08:30,450,"","","","",""
1509,LAKHOTA TALAV JAMNAGAR,CPCB,24,Gujarat,447,Jamnagar,JAMNAGAR,-,-,-,-,-,-,-,-,22.46511900,70.06823100,01-11-2018 08:30,430,"","","","",""
1510,LAKHOTA TALAV JAMNAGAR,CPCB,24,Gujarat,447,Jamnagar,JAMNAGAR,-,-,-,-,-,-,-,-,22.46511900,70.06823100,04-12-2018 08:30,510,"","","","",""
1511,LAKHOTA TALAV JAMNAGAR,CPCB,24,Gujarat,447,Jamnagar,JAMNAGAR,-,-,-,-,-,-,-,-,22.46511900,70.06823100,01-01-2019 08:30,520,"","","","",""
1512,LAKHOTA TALAV JAMNAGAR,CPCB,24,Gujarat,447,Jamnagar,JAMNAGAR,-,-,-,-,-,-,-,-,22.46511900,70.06823100,01-02-2019 08:30,440,"","","","",""
1513,LAKHOTA TALAV JAMNAGAR,CPCB,24,Gujarat,447,Jamnagar,JAMNAGAR,-,-,-,-,-,-,-,-,22.46511900,70.06823100,05-03-2019 08:30,460,"","","","",""
1514,LAKHOTA TALAV JAMNAGAR,CPCB,24,Gujarat,447,Jamnagar,JAMNAGAR,-,-,-,-,-,-,-,-,22.46511900,70.06823100,08-04-2019 08:30,480,"","","","",""
1515,LAKHOTA TALAV JAMNAGAR,CPCB,24,Gujarat,447,Jamnagar,JAMNAGAR,-,-,-,-,-,-,-,-,22.46511900,70.06823100,03-06-2019 08:30,510,"","","","",""
1516,LAKHOTA TALAV JAMNAGAR,CPCB,24,Gujarat,447,Jamnagar,JAMNAGAR,-,-,-,-,-,-,-,-,22.46511900,70.06823100,05-08-2019 08:30,450,"","","","",""
1517,LAKHOTA TALAV JAMNAGAR,CPCB,24,Gujarat,447,Jamnagar,JAMNAGAR,-,-,-,-,-,-,-,-,22.46511900,70.06823100,04-10-2019 08:30,510,"","","","",""
1518,LAKHOTA TALAV JAMNAGAR,CPCB,24,Gujarat,447,Jamnagar,JAMNAGAR,-,-,-,-,-,-,-,-,22.46511900,70.06823100,05-12-2019 08:30,532,"","","","",""
1519,LAKHOTA TALAV JAMNAGAR,CPCB,24,Gujarat,447,Jamnagar,JAMNAGAR,-,-,-,-,-,-,-,-,22.46511900,70.06823100,03-02-2020 08:30,450,"","",Clear,"",""
1520,LAKHOTA TALAV JAMNAGAR,CPCB,24,Gujarat,447,Jamnagar,JAMNAGAR,-,-,-,-,-,-,-,-,22.46511900,70.06823100,06-04-2020 08:30,503,"","",Clear,"",""
1521,LAKHOTA TALAV JAMNAGAR,CPCB,24,Gujarat,447,Jamnagar,JAMNAGAR,-,-,-,-,-,-,-,-,22.46511900,70.06823100,01-06-2020 08:30,612,"","",Clear,"",""
1522,LAKHOTA TALAV JAMNAGAR,CPCB,24,Gujarat,447,Jamnagar,JAMNAGAR,-,-,-,-,-,-,-,-,22.46511900,70.06823100,11-08-2020 08:30,1360,"","",3,"",""
1523,LAKHOTA TALAV JAMNAGAR,CPCB,24,Gujarat,447,Jamnagar,JAMNAGAR,-,-,-,-,-,-,-,-,22.46511900,70.06823100,06-10-2020 08:30,660,"","",7,"",""
1524,LAKHOTA TALAV JAMNAGAR,CPCB,24,Gujarat,447,Jamnagar,JAMNAGAR,-,-,-,-,-,-,-,-,22.46511900,70.06823100,01-12-2020 08:30,1310,"","",8,"",""
1525,MACHHU-II DAM RAFLESHWAR MORBI RAJKOT,CPCB,24,Gujarat,457,Rajkot,MORVI,-,-,-,-,-,-,-,-,22.76251700,70.86483700,02-01-2018 08:30,702,"","","","",""
1526,MACHHU-II DAM RAFLESHWAR MORBI RAJKOT,CPCB,24,Gujarat,457,Rajkot,MORVI,-,-,-,-,-,-,-,-,22.76251700,70.86483700,03-02-2018 08:30,702,"","","","",""
1527,MACHHU-II DAM RAFLESHWAR MORBI RAJKOT,CPCB,24,Gujarat,457,Rajkot,MORVI,-,-,-,-,-,-,-,-,22.76251700,70.86483700,08-03-2018 08:30,769,"","","","",""
1528,MACHHU-II DAM RAFLESHWAR MORBI RAJKOT,CPCB,24,Gujarat,457,Rajkot,MORVI,-,-,-,-,-,-,-,-,22.76251700,70.86483700,03-04-2018 08:30,940,"","","","",""
1529,MACHHU-II DAM RAFLESHWAR MORBI RAJKOT,CPCB,24,Gujarat,457,Rajkot,MORVI,-,-,-,-,-,-,-,-,22.76251700,70.86483700,22-05-2018 08:30,840,"","","","",""
1530,MACHHU-II DAM RAFLESHWAR MORBI RAJKOT,CPCB,24,Gujarat,457,Rajkot,MORVI,-,-,-,-,-,-,-,-,22.76251700,70.86483700,04-06-2018 08:30,"","","","","",""
1531,MACHHU-II DAM RAFLESHWAR MORBI RAJKOT,CPCB,24,Gujarat,457,Rajkot,MORVI,-,-,-,-,-,-,-,-,22.76251700,70.86483700,02-07-2018 08:30,"","","","","",""
1532,MACHHU-II DAM RAFLESHWAR MORBI RAJKOT,CPCB,24,Gujarat,457,Rajkot,MORVI,-,-,-,-,-,-,-,-,22.76251700,70.86483700,02-08-2018 08:30,1080,"","","","",""
1533,MACHHU-II DAM RAFLESHWAR MORBI RAJKOT,CPCB,24,Gujarat,457,Rajkot,MORVI,-,-,-,-,-,-,-,-,22.76251700,70.86483700,06-09-2018 08:30,1040,"","","","",""
1534,MACHHU-II DAM RAFLESHWAR MORBI RAJKOT,CPCB,24,Gujarat,457,Rajkot,MORVI,-,-,-,-,-,-,-,-,22.76251700,70.86483700,24-10-2018 08:30,466,"","","","",""
1535,MACHHU-II DAM RAFLESHWAR MORBI RAJKOT,CPCB,24,Gujarat,457,Rajkot,MORVI,-,-,-,-,-,-,-,-,22.76251700,70.86483700,01-11-2018 08:30,2682,"","","","",""
1536,MACHHU-II DAM RAFLESHWAR MORBI RAJKOT,CPCB,24,Gujarat,457,Rajkot,MORVI,-,-,-,-,-,-,-,-,22.76251700,70.86483700,04-12-2018 08:30,2244,"","","","",""
1537,MACHHU-II DAM RAFLESHWAR MORBI RAJKOT,CPCB,24,Gujarat,457,Rajkot,MORVI,-,-,-,-,-,-,-,-,22.76251700,70.86483700,01-01-2019 08:30,399,"","","","",""
1538,MACHHU-II DAM RAFLESHWAR MORBI RAJKOT,CPCB,24,Gujarat,457,Rajkot,MORVI,-,-,-,-,-,-,-,-,22.76251700,70.86483700,08-02-2019 08:30,470,"","","","",""
1539,MACHHU-II DAM RAFLESHWAR MORBI RAJKOT,CPCB,24,Gujarat,457,Rajkot,MORVI,-,-,-,-,-,-,-,-,22.76251700,70.86483700,01-03-2019 08:30,2382,"","","","",""
1540,MACHHU-II DAM RAFLESHWAR MORBI RAJKOT,CPCB,24,Gujarat,457,Rajkot,MORVI,-,-,-,-,-,-,-,-,22.76251700,70.86483700,04-04-2019 08:30,375,"","","","",""
